business_id,name,neighborhood,address,city,state,postal_code,latitude,longitude,stars,review_count,is_open,categories
XG0twdTiMzUS3v3p9OZbJA,"""Winners""",,"""1881 Steeles Avenue W""",North York,ON,M3H 5Y4,43.7863927,-79.4684834,3,3,1,Fashion;Women's Clothing;Accessories;Shopping
4SBY4CHiMD8YOCEU9_fdnw,"""Fidora Salon and Spa""",Downtown Core,"""123 Queen Street W""",Toronto,ON,M5H 3M9,43.6511809,-79.3844646,4,3,1,Day Spas;Hair Salons;Beauty & Spas
JdzoBklGL66IPFxGkJ2lQA,"""Shizen Spa""",Downtown Core,"""Pantages Hotel, 200 Victoria Street""",Toronto,ON,M5B 1W8,43.6544552,-79.3792096,3.5,4,1,Massage;Nail Salons;Skin Care;Day Spas;Beauty & Spas
Muk-jU2W2x1D__h0pCXhbw,"""GoodLife Fitness""",Liberty Village,"""85 Hanna Ave, Ste 200""",Toronto,ON,M6K 3S3,43.64006,-79.4198125,3.5,33,1,Active Life;Sports Clubs;Gyms;Fitness & Instruction;Trainers
JsQ_hJoHzEcXp209LI1t_g,"""Shoppers Drug Mart""",,"""292 Dupont Street""",Toronto,ON,M5R 1V9,43.6749598,-79.4079863,3.5,10,1,Photography Stores & Services;Shopping;Beauty & Spas;Cosmetics & Beauty Supply;Drugstores
s16EYpC3UIxVoEs0JI-juQ,"""Euro Home Decor""",,"""4309 Steeles Avenue W""",Toronto,ON,M3N 1V7,43.77351112,-79.5298256,2.5,3,1,Home Services;Shopping;Home Decor;Shades & Blinds;Interior Design;Building Supplies;Home & Garden
lXGx_aKtF_UxenWDDkogWg,"""Northern Karate School""",,"""756 St Clair Avenue W""",Toronto,ON,M6C 1B5,43.6814322,-79.4283766,4,6,1,Active Life;Sporting Goods;Karate;Education;Shopping;Martial Arts;Specialty Schools;Trainers;Fitness & Instruction
IHv_GCCzxVgmKSW1yb2jtA,"""Shampoo Hair Studio""",Kensington Market,"""32 St Andrew Street""",Toronto,ON,M5T 1K6,43.6541071,-79.4002015,3.5,10,1,Beauty & Spas;Hair Salons
Rh2smrKvcamnP8VBUgMI0Q,"""Dim Sum King Seafood Restaurant""",Chinatown,"""421 Dundas St W, 3rd Fl""",Toronto,ON,M5T 1G6,43.653324,-79.395372,3.5,165,1,Chinese;Restaurants;Dim Sum
O_UC_izJXcAmkm6HlEyGSA,"""Playa Cabana""",The Annex,"""111 Dupont Street""",Toronto,ON,M5R 1V4,43.67595777,-79.40118402,4,363,1,Mexican;Restaurants;Nightlife;Bars
ww_MXl-qDLeYdYTZZ9KWbA,"""Pho Linh""",Brockton Village,"""1156 College Street W""",Toronto,ON,M6H 1B6,43.652368,-79.4340771,4,162,1,Vietnamese;Restaurants
bviMnO3CdmFE1btUGlXc-w,"""Green Post""",Kensington Market,"""221 Augusta Avenue""",Toronto,ON,M4W 1A7,43.6542899,-79.4018971,4,4,1,Food;Specialty Food;Health Markets
fUOY7g6JcO0m3iZNfK0O0g,"""Injapan""",Liberty Village,"""124 Atlantic Avenue""",Toronto,ON,M6K 1X9,43.6397312,-79.4212973,3,32,1,Restaurants;Japanese;Sushi Bars
9xq1pZfhkr8frt5O_EUW0w,"""The Drake Underground""",Beaconsfield Village,"""1150 Queen St W""",Toronto,ON,M6J 1J3,43.6432048,-79.4246377,4,27,1,Dance Clubs;Arts & Entertainment;Music Venues;Nightlife;Lounges;Bars
m0FNdHLRkgKL1aVOQrfzUA,"""Perfect Cleaners""",Mount Pleasant and Davisville,"""748 Mount Pleasant Road""",Toronto,ON,M4S 2N6,43.7072156,-79.3900294,3.5,3,1,Local Services;Dry Cleaning & Laundry;Laundry Services
DvF-xOyB_3oU-Sy0iLXz6A,"""Max Moving Corporation""",Willowdale,"""12 Goldfinch Court, Unit 302""",Toronto,ON,M2R 2C4,43.770984,-79.450814,3.5,3,1,Movers;Home Services
mJ8mFHSCe_jXh_TLI4oFuA,"""FanExpo""",Entertainment District,"""255 Front St W""",Toronto,ON,M5V 2W6,43.6438286,-79.3867892,3,22,1,Festivals;Arts & Entertainment
biOyfRarXT8EY23TfsH7zA,"""Mobilicity""",Scarborough,"""Parkway Mall, 85 Ellesmere Road""",Toronto,ON,M1R 4C1,43.7571094,-79.3122567,1,3,1,Shopping;Mobile Phones
#NAME?,"""La Stella Patisserie""",,"""2725 Jane Street""",North York,ON,M3L 1S3,43.7409183,-79.5134864,3.5,5,1,Food;Coffee & Tea;Bakeries
GE7WRly2eO9YRteSeOhHNw,"""Best Buy""",Willowdale,"""5095 Yonge Street, Suite A14""",North York,ON,M2N 6Z4,43.76831438,-79.41208385,2,15,1,IT Services & Computer Repair;Local Services;Computers;Shopping;Electronics;Home & Garden;Furniture Stores
JvBgXc-64WXGy1Ud5otrww,"""O P Performance Centre""",,"""1473 O'connor Drive""",East York,ON,M4B 2V5,43.713482,-79.306229,5,6,1,Car Stereo Installation;Automotive
bLRpRq2Y7j76JHdDzoIfVQ,"""GoodLife Fitness""",Downtown Core,"""137 Yonge St""",Toronto,ON,M5C 1W6,43.65109679,-79.37855572,3.5,31,1,Trainers;Active Life;Health & Medical;Fitness & Instruction;Sports Clubs;Gyms
MIBi66jl0rSVJsanYziDQw,"""Yogurty's""",,"""1703 Avenue Road""",Toronto,ON,M5M 3Y5,43.7278086,-79.4176172,4,3,1,Ice Cream & Frozen Yogurt;Food
3N5bwNdig7uRddd3kozENA,"""Popeyes Louisiana Kitchen""",Church-Wellesley Village,"""589 Yonge Street""",Toronto,ON,M4Y 1Z4,43.6660486,-79.3848505,2.5,17,1,Chicken Wings;Fast Food;Restaurants
oFqSBajk338oJ1KNG4vCjA,"""Toronto Kick Boxing & Muay Thai Academy""",Mount Pleasant and Davisville,"""1992 Yonge Street""",Toronto,ON,M4S 1Z7,43.7002639,-79.3970127,4,8,1,Muay Thai;Kickboxing;Trainers;Gyms;Martial Arts;Fitness & Instruction;Active Life
2mdE2EYcYGteDo_6s406IA,"""Gamma-Dynacare Medical Laboratories""",Yonge and Eglinton,"""2401 Yonge Street""",Toronto,ON,M4P 3H1,43.7100798,-79.3987015,4,4,1,Medical Centers;Health & Medical
17fB9l8NWZRWDbbAs8iqtw,"""Lawrence Station""",,"""3101 Yonge St""",Toronto,ON,M4N 2K7,43.7253628,-79.4019375,3.5,3,1,Transportation;Public Transportation;Hotels & Travel
ZBSha-zoPLias7wCQ0ZyVw,"""Gamberoni Restaurant""",,"""3238 Yonge Street""",Toronto,ON,M4N 2L4,43.7295029,-79.4035613,3,18,1,Restaurants;Italian
DkBer3JjUGfKEsZCLtfgvA,"""Crave Healthy Habits""",Financial District,"""TD Centre Food Hall, 100 Wellington Street W""",Toronto,ON,M5K 1A1,43.6471768,-79.3815764,4,11,1,Salad;Restaurants;Vegetarian;Gluten-Free
yHCoJZh5nx0Onr5xgMaUHg,"""Galleria Supermarket""",,"""865 York Mills Road""",Toronto,ON,M3B 1Y6,43.7537215,-79.3494213,4,92,1,Grocery;International Grocery;Food;Korean;Ethical Grocery;Restaurants
GlKEm1HSox2sQeOjcvXrYw,"""Caldense & Bakery""",The Junction,"""337 Symington Avenue""",Toronto,ON,M6P 3X1,43.6664163,-79.4514967,3,13,1,Food;Coffee & Tea;Bakeries;Desserts
jQNzwhXJrpgx3a4SNJGYnQ,"""Pk Towing""",,"""45 Pembroke Street, Suite 302""",Toronto,ON,M5A 2N6,43.6576653,-79.3718496,5,3,1,Automotive;Towing;Roadside Assistance
KENynjpbyq33DjGWXOip2Q,"""Pizza Nova""",,"""3928 Keele Street""",Toronto,ON,M3J,43.76276779,-79.49141693,4.5,5,1,Pizza;Restaurants
y3XOOHfFRiXGQejdXu3QTw,"""Dotto-One""",Downtown Core,"""1033 Bay Street, Suite 320""",Toronto,ON,M5S 3A3,43.6661656,-79.3873247,5,4,1,Home Services;Internet Service Providers;Professional Services
NlyAnPxqooG5GmmKOMbKow,"""King St. Massage and Wellness""",Corktown,"""84 Adelaide Street E""",Toronto,ON,M5C 1K9,43.6514177,-79.3743734,3.5,4,1,Health & Medical;Chiropractors;Beauty & Spas;Massage;Acupuncture
Xq9SvfRq_PBr8ma6vwh_Mw,"""Pizza Pizza""",,"""1393 Lawrence Avenue W""",Toronto,ON,M6L 1A4,43.7084148,-79.4758842,3.5,3,1,Chicken Wings;Restaurants;Pizza;Italian
wrbF8GuuXY5hNj8AeiOulg,"""Culinary Adventure""",,"""""",Toronto,ON,M4B,43.7063972,-79.309937,5,11,1,Wine Tours;Walking Tours;Hotels & Travel;Food Tours;Tours
xzT7ZX8Ui_DoSByUdCDDIg,"""Aveda Experience Centre & Spa""",,"""Yorkdale Shopping Centre, 3401 Dufferin St""",Toronto,ON,M6A,43.7247752,-79.4553801,3.5,5,1,Beauty & Spas;Massage;Cosmetics & Beauty Supply;Skin Care;Shopping
_3IE9guLHvAr-kJpH4Zd7Q,"""Urbun Eats Co""",,"""874 Eglinton Avenue E""",Toronto,ON,M4G 2L1,43.7809748,-79.41517543,3.5,3,1,Fish & Chips;Restaurants;Poutineries;Burgers
9m7WRxqOSac10k0h7UueRw,"""Nail Art""",,"""1547 Steeles Avenue E""",Toronto,ON,L3T,43.8059558,-79.3839834,3,8,1,Nail Salons;Beauty & Spas
3TI-gEvrp6daa1jV4tRF-A,"""Revival""",Bickford Park,"""783 College Street""",Toronto,ON,M6G 1C5,43.654834,-79.4200269,3.5,35,1,Venues & Event Spaces;Dance Clubs;Event Planning & Services;Nightlife
xmnBvjTlZltuMkhnYJgp9w,"""Yeti Nails at College & Bay""",Downtown Core,"""801 Bay Street""",Toronto,ON,M5S 1Z1,43.6609665,-79.3857034,3,16,1,Beauty & Spas;Nail Salons;Day Spas
kLLXNfzelX1FO-8zv-M1-A,"""Antiques At The St-Lawrence""",St. Lawrence,"""92 Front Street E""",Toronto,ON,M5E 1C4,43.6496845,-79.3719613,4,6,1,Antiques;Shopping
rG-yvE321mGxakrO-55J5Q,"""Donut Counter""",,"""3337 Avenue Bayview""",North York,ON,M2K 1G4,43.7920037,-79.3927656,4,5,1,Coffee & Tea;Restaurants;Bagels;Sandwiches;Food;Donuts
gXjcL8ZDCpFG1J8pxaxdFA,"""Novotel""",Willowdale,"""3 Park Home Avenue""",North York,ON,M2N 6L3,43.7683918,-79.4143753,2.5,25,1,Hotels;Hotels & Travel;Event Planning & Services
IfUkm42SB9D0m_ZbkQ711A,"""The Fish Store & Sandwiches""",Little Italy,"""657 College Street""",Toronto,ON,M6G 1B7,43.6549209,-79.4163139,4,138,1,Restaurants;Seafood;Sandwiches
fdNolUeNOg7Y9lOYj9wc7g,"""Fix Coffee + Bikes""",Beaconsfield Village,"""80 Gladstone Avenue""",Toronto,ON,M6J 3K9,43.6450154,-79.4283625,4.5,6,1,Local Services;Bike Repair/Maintenance;Shopping;Food;Sporting Goods;Coffee & Tea;Bikes
hqEuBOCn1GtkjKzlN0BSZg,"""Soma Tiger Tattoo""",Trinity Bellwoods,"""847 Dundas Street W""",Toronto,ON,M6J 1V5,43.6514314,-79.4098005,4,5,1,Tattoo;Beauty & Spas
sKIAHIGW0viQGFAMGgQ3Rg,"""Sushi Mugen""",Leslieville,"""1105 Queen Street E""",Toronto,ON,M4M 1K7,43.66203347,-79.33560839,4.5,6,1,Sushi Bars;Japanese;Restaurants
nsoSw8B3teY2FGAEPfiVfA,"""Choi's Kitchen""",Etobicoke,"""3369 Bloor Street W""",Toronto,ON,M8X 1G2,43.6445955,-79.5226903,4,6,1,Restaurants;Chicken Wings;Chicken Shop
qLCrPakPU9uArigtDu-KiQ,"""Uncle Mikey's""",Brockton Village,"""1597 Dundas Street W""",Toronto,ON,M6K 1T9,43.6496731,-79.4348818,5,11,1,Korean;Canadian (New);Restaurants;Tapas Bars
EK0VFqxn9bHoOf8_nO630Q,"""CrossFit Metric""",Mount Pleasant and Davisville,"""756 Mount Pleasant""",Toronto,ON,M4P 2Z4,43.7075607,-79.390158,3.5,3,1,Fitness & Instruction;Gyms;Active Life
Hrj-mkyOkyyjvGeruqDCyg,"""Hula Girl Espresso""",Dufferin Grove,"""456 Ossington Avenue""",Toronto,ON,M6G 3T2,43.6547392,-79.4229743,4,4,1,Coffee & Tea;Food
t2GtB-aiOzrNnuGxZV190g,"""Diamond Pizza""",East York,"""510 Main Street""",Toronto,ON,M4C 4Y2,43.6947165,-79.3048792,2,13,1,Pizza;Restaurants
JI43hSF4G-MIAp1pq0G0GA,"""Organic Nail Bar""",,"""26 Bathurst Street""",Toronto,ON,M5V 0C6,43.6383084,-79.4007577,3.5,27,1,Nail Salons;Beauty & Spas;Waxing;Hair Removal
kV3YEmNleZcodVkadVGMxg,"""Lily Hair Salon""",Milliken,"""4915 Steeles Avenue E""",Toronto,ON,M1V 4Z4,43.82710978,-79.2909449,4,4,1,Beauty & Spas;Hair Salons
5vgieFiCubi43G6ciiFhNQ,"""CC Lounge & Whisky Bar""",St. Lawrence,"""45 Front Street E""",Toronto,ON,M5E 1B3,43.6479658,-79.3745153,4.5,53,1,Restaurants;Whiskey Bars;Nightlife;Bars;American (Traditional);Cocktail Bars;Dance Clubs;Lounges
eOEonI8wWLfxHARqCc_XyQ,"""The Men's Salon""",Financial District,"""The Fairmont Royal York, 100 Front Street W""",Toronto,ON,M5J 2N1,43.64598009,-79.3840397,3.5,12,1,Hair Salons;Beauty & Spas;Barbers
j8ZW5bSAc2duN6etHnxbVw,"""Queen Video""",The Annex,"""480 Bloor Street W""",Toronto,ON,M5S 1X8,43.6654981,-79.4094983,4,11,1,Videos & Video Game Rental;Books;Mags;Music & Video;Music & DVDs;Shopping
x1IPOlH_O5D3qZdZo6YyEA,"""Florentia""",Mount Pleasant and Davisville,"""579 Mount Pleasant Road""",Toronto,ON,M4S 2M5,43.7035596,-79.3879764,3.5,17,1,Restaurants;Italian
tjKpw0PIymLyd5dWTYh2aQ,"""Bagel World""",,"""336 Wilson Avenue""",Toronto,ON,M3H 1S9,43.7368719,-79.4376865,3.5,27,1,Bagels;Food
1W_gZM_uuEvJqapbIl6z9Q,"""El Charro""",Cabbagetown,"""582 Parliament Street""",Toronto,ON,M4X 1P8,43.6677846,-79.3697286,4.5,31,1,Restaurants;Food Stands;Street Vendors;Food;Mexican
xfbjRpE3yhRQ9Zw-D_mBgQ,"""Nunu Ethiopian Fusion""",Beaconsfield Village,"""1178 Queen Street W""",Toronto,ON,M6J 2J5,43.642969,-79.4257048,4,70,1,Restaurants;Ethiopian
6KZMX6pSSU_rEfV7k14Iew,"""Oggi Salon""",Yorkville,"""84 Scollard St""",Toronto,ON,M5R 1G2,43.6720259,-79.3915014,4.5,8,1,Day Spas;Beauty & Spas
6sBEq5wssRJ8du-1YZkZRg,"""Cashew & Clive""",Entertainment District,"""Metro Toronto Convention Centre, 222 Bremner Boulevard""",Toronto,ON,M5V 2T6,43.6429123,-79.3854024,1,5,1,Event Planning & Services;Caterers
TciQWm7o2spKWFXuYgHI5A,"""Lavishy Boutique""",The Junction,"""3095 Dundas Street W""",Toronto,ON,M6P 1Z9,43.665394,-79.472824,4,5,1,Flowers & Gifts;Jewelry;Accessories;Fashion;Shopping;Gift Shops
YgwqL9w6jbz5cCJqVzFBRw,"""Rod, Gun & Barbers""",The Junction,"""2877 Dundas Street W""",Toronto,ON,M6P 1Y9,43.66542491,-79.46532784,3.5,10,1,Beauty & Spas;Nightlife;Bars;Barbers
cREumgxq2gBEi0YJ5FVb9w,"""Soho Spa""",Trinity Bellwoods,"""660 Queen St W""",Toronto,ON,M6J 1E5,43.6468118,-79.4069383,2.5,6,1,Beauty & Spas;Day Spas
marrqbEXmEgyY90Or2vqKw,"""Tim & Sue's No Frills""",The Junction,"""372 Pacific Ave""",Toronto,ON,M6P 2R1,43.664243,-79.4686437,3,20,1,Food;Grocery
X5_S7gY8LZdebxMzAGd9Kw,"""The Cake Boutique""",,"""358 Wilson Ave""",Toronto,ON,M3H 1T4,43.7368037,-79.4384246,1.5,3,1,Bakeries;Food
GY2HzCRQKnzoFdWYi-x00A,"""Markie Pharmacy""",Yorkville,"""1235 Bay Street""",Toronto,ON,M5R 3K4,43.6708675,-79.3896589,2,7,1,Shopping;Drugstores
wNs1VZpu7Id3XJOV_Eyazg,"""bob + paige salon""",The Danforth,"""239 Danforth Avenue""",Toronto,ON,M4K 1N2,43.677049,-79.355216,4,20,1,Beauty & Spas;Hair Salons
CvDT9DDnqixfl7_BBj2KaA,"""Dorfer Shoes""",The Annex,"""165 Dupont Street""",Toronto,ON,M5R 1V5,43.6755026,-79.4031318,2,3,1,Shoe Stores;Fashion;Shopping
JYxQqBLH3La0lj9ip83M-g,"""Eliot's Bookshop""",Downtown Core,"""584 Yonge Street""",Toronto,ON,M4Y 1Z3,43.6652522,-79.3848526,4,28,1,Bookstores;Shopping;Books;Mags;Music & Video
h-0XrhrGqWcDtTa3BiYqBw,"""Rustic Bakery""",,"""318 Rustic Rd""",North York,ON,M6L 1W5,43.7155912,-79.4902935,4,17,1,Food;Bakeries
RjZP38S11LqnPcoMxHESug,"""Burro Burrito""",Entertainment District,"""388 Richmond Street W""",Toronto,ON,M5V 3P1,43.6481029,-79.394857,4,38,1,Restaurants;Mexican
EyIUEcjuQjUyRu8_FQDPoA,"""Small Space Plus""",,"""380 Alliance Avenue""",Toronto,ON,M6N 2H8,43.6781971,-79.4849298,4,3,1,Home & Garden;Furniture Stores;Shopping
LquC3-q4KBVle6HSE5cRjQ,"""LCBO""",Liberty Village,"""85 Hanna Avenue, Unit 103""",Toronto,ON,M6K 3S3,43.63962675,-79.42054957,3,10,1,Beer;Wine & Spirits;Food
nA4jm1nIdSXZTKd5TYH79A,"""The Works Gourmet Burger Bistro""",Swansea,"""2245 Bloor Street W""",Toronto,ON,M6S 1N6,43.6507359,-79.4774407,3.5,58,1,Burgers;Restaurants
XBDe0pFAw1B32tpAQN5t2g,"""holts café""",Yorkville,"""50 Bloor Street West, Fl 2""",Toronto,ON,M4W 1A1,43.6703401,-79.3882622,3.5,38,1,Cafes;Breakfast & Brunch;Restaurants
hPGdg4LjrW_FH7mwFxFnQw,"""Holiday Inn Toronto Bloor-Yorkville""",The Annex,"""280 Bloor Street West""",Toronto,ON,M5S 1V8,43.66757,-79.40086543,3,35,1,Venues & Event Spaces;Hotels & Travel;Event Planning & Services;Hotels
W_YJsiGTHPExzqDoiDzTvg,"""Glen Rouge Campground""",Scarborough,"""7450 Kingston Rd""",Toronto,ON,M1B,43.8050234,-79.1394137,3.5,6,1,Hotels & Travel;Campgrounds
riZF4Vy3yBQSs-WPBhsLbQ,"""Gigabites""",Koreatown,"""618 Bloor Street W""",Toronto,ON,M6G 1K7,43.6646463,-79.4139523,2.5,3,1,Food;Shopping;Internet Cafes
nEmEaEtnkFO7VW25e2ZDsQ,"""Downtown Deli""",Downtown Core,"""4 Temperance Street""",Toronto,ON,M5H 1Y4,43.6510992,-79.3791616,3.5,9,1,Burgers;Restaurants;Delis
E1WG9lbypCMKlKhAjzWRsQ,"""520 BBQ House""",Milliken,"""3290 Midland Avenue, Unit 1""",Toronto,ON,M1V 3Z9,43.8064588,-79.2894695,3.5,6,1,Barbeque;Restaurants;Chinese
zaR4oRnhas6YDkpa6KPYFg,"""Bochner Eye Institute""",The Annex,"""40 Prince Arthur Ave""",Toronto,ON,M5R 1A9,43.6695407,-79.3978062,4.5,13,1,Health & Medical;Optometrists;Laser Eye Surgery/Lasik
nSdBi45lKtBoww44gQcPiQ,"""Trove""",Palmerston,"""791 Bathurst Street""",Toronto,ON,M5S 1Z5,43.6648885,-79.410976,4,13,1,Fashion;Shoe Stores;Accessories;Women's Clothing;Shopping
gJzmRmsCQ1149QSc0EhnFA,"""Kidnetix Edu-Play Centre""",,"""100 Bridgeland Avenue, Unit 1""",Toronto,ON,M6A 2V1,43.726348,-79.4621397,2.5,7,1,Party & Event Planning;Playgrounds;Active Life;Local Services;Amusement Parks;Child Care & Day Care;Event Planning & Services
LCb2moBNkcBto_32rmZJ5A,"""Echo Sushi""",Mount Pleasant and Davisville,"""2036 Yonge Street""",Toronto,ON,M4S 1Z9,43.7012899,-79.3972257,4,147,1,Buffets;Japanese;Sushi Bars;Restaurants
KLjit8cEV3_gWipFd4WPrA,"""Massage Addict""",,"""3257 Yonge Street,, Unit 1""",Toronto,ON,M4N 2L5,43.7291332,-79.402876,3,4,1,Health & Medical;Massage Therapy;Reflexology
ODAeNutmzNUlhcfsgviLYA,"""Maholi Duvets""",,"""42 Hollinger Road""",East York,ON,M4B 3G6,43.7131753,-79.3142878,3.5,3,1,Shopping
4xwJkSxXwNEL4pIh2Q4soA,"""Cheese Emporium""",Greektown,"""479 Danforth Avenue""",Toronto,ON,M4K 1P1,43.6779447,-79.349715,3,4,1,Food;Cheese Shops;Specialty Food
4kDLEb1OgE7IrO54lCkn3A,"""Cocina Economica""",Corktown,"""141 Berkeley Street""",Toronto,ON,M5A 2X1,43.65492738,-79.36547489,4,117,1,Mexican;Restaurants;Latin American
SucJwTrxbA0ko8V0HddGzg,"""Thai Chef Cuisine""",Roncesvalles,"""233 Roncesvalles Avenue""",Toronto,ON,M6R 2L6,43.6461824,-79.4488725,3.5,31,1,Restaurants;Thai
ScAJKPQVRrl0Nu97atturQ,"""Ecco Shoes""",Downtown Core,"""Eaton's Centre""",Toronto,ON,M5B 2H6,43.653491,-79.379926,4.5,3,1,Fashion;Shopping;Shoe Stores
cuYwH0yvYyae21q3mnYiyw,"""Mankind Grooming Studio For Men""",Mount Pleasant and Davisville,"""212 Eglinton Avenue E, Unit 1""",Toronto,ON,M4P 1K2,43.70814973,-79.39195595,3.5,15,1,Beauty & Spas;Hair Removal;Day Spas;Skin Care;Nail Salons;Waxing;Barbers;Hair Salons
ajMgo23H5Qcn7Ma-xtiCqQ,"""High Park Spicy House""",The Junction,"""3020 Dundas St W""",Toronto,ON,M6P 1Z3,43.6657071,-79.4700637,3,14,1,Restaurants;Indian
LmMxrSOKa2p239HYE8gPIg,"""Yorkdale Fine Cars""",,"""3175 Dufferin Street""",Toronto,ON,M6A 2T2,43.7180132,-79.455565,2.5,3,1,Used Car Dealers;Car Dealers;Automotive
eTY4spa1fbdrcXVXSg8tyw,"""M&M Meat Shops""",Entertainment District,"""340 Front Street W""",Toronto,ON,M4W 1A7,43.6432834,-79.3917677,3.5,7,1,Grocery;Meat Shops;Specialty Food;Food
0Hy2VE9tqTo4QbovMz3xrQ,"""Masala Kitchen""",,"""1871 O'Connor Drive""",Toronto,ON,M4A 1X1,43.7221884,-79.3032361,4,13,1,Restaurants;Indian
j28T6ZuP1mLHe3m36COOpQ,"""DaanGo Cake Lab""",Milliken,"""3380 Midland Ave, Unit 11""",Toronto,ON,M1V 5B5,43.8091192,-79.2908297,4,44,1,Desserts;Macarons;Food;Specialty Food;Bakeries
2zd-1R3CdnaMDXTAEVa2Qg,"""Bom Apetite Churrasqueira""",Etobicoke,"""1176 The Queensway""",Toronto,ON,M8Z 1R5,43.6223284,-79.5218184,2.5,9,1,Portuguese;French;Restaurants
v6dn6sp_6Rrt9bW-cTM7yA,"""Dawes Road Library""",,"""416 Dawes Road""",Toronto,ON,M4B 2E8,43.70131961,-79.29704323,3,3,1,Public Services & Government;Libraries
OlSpcJY_nXqWbdwdg4SNvA,"""Global Imperial Cuisine""",Scarborough,"""23 Glen Watford Drive, Suite 9""",Toronto,ON,M1S 2B7,43.78687371,-79.2739297,3,28,1,Asian Fusion;Chinese;Restaurants
LicRxsh4jX9NZEiO_e5R7w,"""Royal York Meat Market""",Etobicoke,"""392 Royal York Road""",Toronto,ON,M8Y 2R3,43.6189723,-79.4997271,4,5,1,Specialty Food;Meat Shops;Food
